,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce
0,1.0,979.5185802125711,965.9449960500597,0.46871945584360536,965.9449960500597,13.57358423942062,853.2705688476562,851.5100708007812,0.5011242912764038,851.5100708007812,1.7605211734771729
1,2.0,920.8740995908113,893.6083691563291,0.4968629941766865,893.6083691563291,27.265728240738266,821.9515380859375,787.140625,0.5430653199495017,787.140625,34.81090545654297
2,3.0,852.6438955843174,807.1948025845529,0.49611297309707525,807.1948025845529,45.449093322050736,873.686767578125,784.0628662109375,0.5030855505058911,784.0628662109375,89.62391662597656
3,4.0,838.4892174271029,796.6010454473774,0.5018213635300628,796.6010454473774,41.88817118133451,799.7907104492188,799.1140747070312,0.5,799.1140747070312,0.6766327619552612
4,5.0,860.8557648548882,815.8995555168656,0.4974935082141053,815.8995555168656,44.95620889268163,841.2144165039062,836.6415405273438,0.4655467846606812,836.6415405273438,4.57288932800293
5,6.0,862.3189461000504,811.7831813970469,0.5009048193632536,811.7831813970469,50.53576415951168,871.07666015625,861.8953857421875,0.4863494802269659,861.8953857421875,9.181286811828613
6,7.0,859.3992972894015,812.5487089376845,0.4982980558890425,812.5487089376845,46.85058765513923,871.4603271484375,861.8953857421875,0.49969001859888407,861.8953857421875,9.564925193786621
7,8.0,845.2570479432559,808.6377959126884,0.495404084798052,808.6377959126884,36.6192504894532,841.609130859375,835.3171997070312,0.49816885664468574,835.3171997070312,6.29195499420166
8,9.0,825.7979891963085,798.4612584267893,0.5002799574322037,798.4612584267893,27.336729926447713,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
9,10.0,844.113015686129,806.1118843324723,0.49918972594769623,806.1118843324723,38.00113111011078,828.9971313476562,823.2883911132812,0.5852306218016133,823.2883911132812,5.708722114562988
10,11.0,860.8976842877319,814.1873177617742,0.49671943835236826,814.1873177617742,46.71036667904363,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
11,12.0,875.8498069657708,821.2673189130979,0.4979217222406221,821.2673189130979,54.582488020444245,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
12,13.0,893.6173024917344,831.2020504156015,0.5007681006432435,831.2020504156015,62.41525214425246,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
13,14.0,900.5355101554625,832.7217848114154,0.5000617225370385,832.7217848114154,67.81372505984915,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
14,15.0,910.5733222668438,837.4888043616041,0.49649982568847206,837.4888043616041,73.08451880471131,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
15,16.0,905.9073869086997,835.1434788388957,0.5010877588444408,835.1434788388957,70.76390712052446,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
16,17.0,910.1673869237006,837.5808795044132,0.4974227187738189,837.5808795044132,72.58650665166009,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
17,18.0,911.71753269553,839.0535022132042,0.49650301516884154,839.0535022132042,72.66403112689837,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
18,19.0,911.4227081626974,838.4864644227855,0.49893414525831586,838.4864644227855,72.93624337953723,871.4603271484375,861.8953857421875,0.5,861.8953857421875,9.564925193786621
19,,,,,,,,,,,
20,,,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
