,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce,lambda1,lambda2
0,1,940.3629884310295,936.4927940134622,0.5614465501839283,936.4927940134622,3.8701911122521007,801.987548828125,799.0899658203125,0.6092972071148182,799.0899658203125,2.897576332092285,1.0,1.0
1,2,877.857705707199,874.4361268025966,0.5936897407685156,874.4361268025966,3.421575410234416,822.3677368164062,820.3379516601562,0.6344029387545072,820.3379516601562,2.029797315597534,1.0,1.0
2,3,892.7293642196187,889.614812090353,0.5715178660303417,889.614812090353,3.1145491819440223,788.1365966796875,785.8391723632812,0.6037205217862778,785.8391723632812,2.2974092960357666,1.4895386178085803,0.5104613821914199
3,4,877.6398190925457,872.2723250125815,0.5821241575415705,872.2723250125815,5.3674933654399,787.0296020507812,783.644775390625,0.6358226026954208,783.644775390625,3.384840250015259,0.001187383722591139,1.998812616277409
4,5,810.0511010292848,808.7062537070433,0.5221742856248267,808.7062537070433,1.344848934126778,814.580322265625,813.8751831054688,0.6223700094993128,813.8751831054688,0.7051498293876648,1.9976974082151233,0.002302591784876703
5,6,846.8202722467528,780.293679921905,0.5521713802101605,780.293679921905,66.526593107753,851.7681274414062,778.4723510742188,0.5423356826023029,778.4723510742188,73.29576110839844,4.5276252361875105e-211,2.0
6,7,796.8581300513144,792.1197849577921,0.5391169964488115,792.1197849577921,4.73834481250289,807.0562744140625,806.3848266601562,0.6367652114378413,806.3848266601562,0.6714301705360413,1.999840942341512,0.0001590576584879985
7,8,838.307509159018,776.1907713720403,0.5628087695722439,776.1907713720403,62.116738159598015,835.0247192382812,770.5731201171875,0.5709201287313148,770.5731201171875,64.45161437988281,4.2009699696899985e-53,2.0
8,9,804.2058823474346,800.6495652462075,0.5479963712692677,800.6495652462075,3.556316078074871,812.499755859375,811.7924194335938,0.6344161483956918,811.7924194335938,0.7073246240615845,1.9998825506450792,0.00011744935492069844
9,10,1677.4092938007752,1610.396760437386,0.5509552560466773,1610.396760437386,67.01251502490483,1250.35888671875,1181.7261962890625,0.5581618866056783,1181.7261962890625,68.63269805908203,1.5889822082040514e-73,2.0
10,11,835.6035177780807,830.944156857356,0.5760118238426792,830.944156857356,4.659359927374893,898.6110229492188,897.9022827148438,0.6281538518005451,897.9022827148438,0.708730161190033,1.9772427601681357,0.02275723983186453
11,12,950.307347209907,887.8803691278937,0.5615249519842174,887.8803691278937,62.42697606642553,837.1494140625,771.0858154296875,0.5644092110628111,771.0858154296875,66.0636215209961,5.67499815187704e-54,2.0
12,13,799.3952778073176,794.3186983447865,0.5703807086274326,794.3186983447865,5.076579177306473,808.5167236328125,807.830322265625,0.6428491142817481,807.830322265625,0.6864100098609924,1.9994128200759727,0.0005871799240273897
13,14,936.4458720201363,877.8335604053334,0.560787847382146,877.8335604053334,58.61230973195445,861.0469360351562,780.0310668945312,0.5258471613625808,780.0310668945312,81.015869140625,9.089812485691819e-46,2.0
