,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce
0,1.0,808.1532632090563,803.9438566430215,0.45564713939160806,803.9438566430215,4.209407984113401,797.0506591796875,796.40234375,0.41684868837529776,796.40234375,0.6483158469200134
1,2.0,794.4305125979558,790.5112989928825,0.436738056339008,790.5112989928825,3.919215399063438,783.2954711914062,782.6422729492188,0.40178642681204657,782.6422729492188,0.6532171368598938
2,3.0,784.8061223878451,781.981324365534,0.4377918382883048,781.981324365534,2.8248002390188676,778.2540283203125,777.6307373046875,0.4187111205918501,777.6307373046875,0.6233052015304565
3,4.0,784.6705060151457,781.6904480354917,0.4447045671623118,781.6904480354917,2.9800573960403725,772.148681640625,771.496337890625,0.41390775345976316,771.496337890625,0.6523405909538269
4,5.0,780.1390901343223,777.6879890301476,0.4391482086269319,777.6879890301476,2.451098860407168,772.8350219726562,772.1928100585938,0.445820502235282,772.1928100585938,0.6422411799430847
5,6.0,780.1129932988641,777.2833416710602,0.438391265323442,777.2833416710602,2.829653245539753,771.1166381835938,770.4456176757812,0.47512273882558836,770.4456176757812,0.6710424423217773
6,7.0,777.7714825027559,775.3030077226323,0.44304973256098623,775.3030077226323,2.468472596326489,782.1295776367188,781.4345703125,0.42996996850763397,781.4345703125,0.6950122714042664
7,8.0,777.4561647754506,774.6634817298936,0.4442390632534543,774.6634817298936,2.7926826901231077,768.5399169921875,767.8851318359375,0.4930796924751924,767.8851318359375,0.6548020243644714
8,9.0,772.215812449075,769.7353803950584,0.4526183363977492,769.7353803950584,2.4804325535253513,779.6705932617188,778.9962768554688,0.4523446658851114,778.9962768554688,0.6743443012237549
9,10.0,875.7707731094829,873.2946187586872,0.4545727092704691,873.2946187586872,2.476149382035425,790.5151977539062,789.7710571289062,0.44446792219430487,789.7710571289062,0.7441403269767761
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
13,,,,,,,,,,,
14,,,,,,,,,,,
15,,,,,,,,,,,
16,,,,,,,,,,,
17,,,,,,,,,,,
18,,,,,,,,,,,
19,,,,,,,,,,,
20,,,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,,,,,,,,,,,
33,,,,,,,,,,,
34,,,,,,,,,,,
35,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
38,,,,,,,,,,,
39,,,,,,,,,,,
40,,,,,,,,,,,
41,,,,,,,,,,,
42,,,,,,,,,,,
43,,,,,,,,,,,
44,,,,,,,,,,,
45,,,,,,,,,,,
46,,,,,,,,,,,
47,,,,,,,,,,,
48,,,,,,,,,,,
49,,,,,,,,,,,
50,,,,,,,,,,,
