,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce
0,1.0,1701689641170.6245,849.5797043432655,0.5000527349118218,1701689641163.2607,9.542141375087557,810.796875,861.8953857421875,0.5,801.23193359375,9.564925193786621
1,2.0,3573914141921.918,850.3954606532318,0.5,3573914141912.464,9.563876603239326,1062.5587158203125,861.8953857421875,0.5,1052.9937744140625,9.564925193786621
2,3.0,500592130484.124,850.6147142167099,0.5,500592130474.58997,9.567631681943269,4520.79833984375,861.8953857421875,0.5,4511.2333984375,9.564925193786621
3,4.0,4920023.9215907315,849.2853425900507,0.5,4920014.3760721935,9.55636644583144,2186.236328125,861.8953857421875,0.5,2176.67138671875,9.564925193786621
4,5.0,7422.992397513441,850.4526773619762,0.5,7413.424861691148,9.567631681943269,1200.3204345703125,861.8953857421875,0.5,1190.7554931640625,9.564925193786621
5,6.0,1486.2437281923544,849.4940937001218,0.5,1476.6873618036554,9.55636644583144,883.3756103515625,861.8953857421875,0.5,873.8106689453125,9.564925193786621
6,7.0,13372.381136330225,849.767578007805,0.5,13362.821206744731,9.560121524535383,804.0164794921875,861.8953857421875,0.5,794.4515380859375,9.564925193786621
7,8.0,1162.95554390481,850.5975190615325,0.5,1153.387912357641,9.567631681943269,793.9732055664062,861.8953857421875,0.5,784.4082641601562,9.564925193786621
8,9.0,1110.7806375858054,849.8301564112603,0.5,1101.2205159880232,9.560121524535383,793.5932006835938,861.8953857421875,0.5,784.0282592773438,9.564925193786621
9,10.0,1706.4884612615208,850.3653921663487,0.5,1696.9208299018637,9.567631681943269,793.64013671875,861.8953857421875,0.5,784.0751953125,9.564925193786621
10,,,,,,,,,,,
11,,,,,,,,,,,
12,,,,,,,,,,,
13,,,,,,,,,,,
14,,,,,,,,,,,
15,,,,,,,,,,,
16,,,,,,,,,,,
17,,,,,,,,,,,
18,,,,,,,,,,,
19,,,,,,,,,,,
20,,,,,,,,,,,
21,,,,,,,,,,,
22,,,,,,,,,,,
23,,,,,,,,,,,
24,,,,,,,,,,,
25,,,,,,,,,,,
26,,,,,,,,,,,
27,,,,,,,,,,,
28,,,,,,,,,,,
29,,,,,,,,,,,
30,,,,,,,,,,,
31,,,,,,,,,,,
32,,,,,,,,,,,
