,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce
0,1,3263.2120606957415,2762.449433861709,0.5047061775912016,3259.5124251202838,3.6996390296191706,859.8392333984375,858.7564697265625,0.5001395824808542,859.1527099609375,0.6865220069885254
1,2,1956.6356469131097,1827.2433062297541,0.5127481368995073,1954.061318746427,2.574302321527062,859.1928100585938,862.93359375,0.5775435009655575,858.509033203125,0.6837708950042725
2,3,1944.463473436309,1430.8522383527059,0.5102927018346906,1942.286380674781,2.1770786948320344,852.1256103515625,856.3506469726562,0.5667555304243292,851.461181640625,0.6644476056098938
3,4,1314.8911810153868,1214.7492095202933,0.5067645298605794,1312.9514606754954,1.939717015115226,852.693359375,858.9790649414062,0.567229187819657,852.012939453125,0.6804090142250061
4,5,3050.9137997510957,1010.2460245272008,0.5042711022597143,3049.2345231219037,1.6792225735943491,858.33154296875,853.5467529296875,0.5317985317129507,857.681884765625,0.6496546864509583
5,6,1370.8672783084032,1342.448958234089,0.506324911480654,1369.3253352467607,1.5419513248815768,883.9818725585938,851.2222290039062,0.5294451805341855,883.3320922851562,0.6497601270675659
6,7,1809.0318127143673,1799.5430089438835,0.5060994230628906,1807.6221626095655,1.409664412824119,896.2666625976562,849.89501953125,0.5160091402722167,895.6209106445312,0.6457794904708862
7,8,2102.5309649211604,1940.5568036335271,0.5042209860264375,2101.176213706412,1.35474649144382,881.1397094726562,898.1123046875,0.5704308087352976,880.4501953125,0.6895288825035095
8,9,2078.054105433022,1335.525485155059,0.5126622445770321,2076.736006573933,1.3181014438954795,878.746337890625,833.3936157226562,0.4669043433009494,878.111328125,0.6350276470184326
9,10,2595.4911699992854,2136.1536813131193,0.5211785343598331,2594.1806320562596,1.310544415218074,836.8504638671875,825.701904296875,0.5487043104494621,836.1898193359375,0.6606664657592773
10,11,1185.744710782679,1143.7244910263435,0.5204895857374049,1184.4116687309452,1.3330405543490154,818.4421997070312,840.465576171875,0.5626657928074139,817.75341796875,0.6887691617012024
11,12,1577.6285958639005,1481.586310409918,0.5230066039768264,1576.3238235101467,1.3047763007443125,839.543701171875,863.995849609375,0.5721274390594009,838.8709106445312,0.6727938652038574
12,13,3582.553620873428,3533.5943543969133,0.5302413443577976,3581.2711397496664,1.2824456328298988,834.7803955078125,860.9500732421875,0.5809363073620037,834.1426391601562,0.637747585773468
13,14,3183.91309859113,2690.784273473228,0.5408126350355222,3182.6550553484662,1.2580223054420658,805.792236328125,831.1270751953125,0.5684655702603916,805.1550903320312,0.6371366381645203
14,15,1489.645092475705,1265.063866592035,0.5374970074629501,1488.3879454077744,1.2571454382524259,801.082275390625,824.7910766601562,0.5685697211039553,800.4225463867188,0.6597015261650085
15,16,1721.0840677400915,1663.510112483327,0.5394815744169694,1719.8193545457793,1.2646955527910373,798.1254272460938,824.7741088867188,0.5621257783149658,797.50732421875,0.6181032657623291
16,17,1220.4285375083366,1211.8816096608232,0.5358353925036964,1219.1656442037443,1.2628995994242227,800.7572021484375,825.968017578125,0.5728854943967138,800.1094360351562,0.6477559208869934
17,18,1543.4547245676924,1460.1608268923876,0.5428509524946676,1542.1974531964559,1.257260749979717,799.133056640625,823.060546875,0.5723750789489559,798.4857177734375,0.6473578810691833
18,19,2017.5211784548876,1450.2732648151677,0.5428764574890501,2016.2593428448934,1.261835720480942,812.1753540039062,836.57421875,0.5795757324900482,811.5166015625,0.6587332487106323
19,20,1339.8347435927972,1170.3947672029822,0.5448069050864718,1338.5801667004098,1.254574716091156,809.9439086914062,834.5158081054688,0.5694714290178932,809.303955078125,0.6399503350257874
20,21,1007.8862654523151,997.9314858041158,0.544843736825243,1006.6187989769912,1.267467705214896,807.0645751953125,831.9725341796875,0.5688957466772393,806.4307861328125,0.6337704658508301
21,22,1529.6763767149391,1432.3044813202648,0.5459656361279234,1528.4101681592988,1.266207491479269,802.4173583984375,825.6380004882812,0.5719473736616835,801.7662353515625,0.6511398553848267
22,23,1001.489561499619,914.3551725061928,0.5459593623148892,1000.2325610649295,1.2569989663798635,809.2318115234375,834.6592407226562,0.5730150469987041,808.5853271484375,0.6464641094207764
23,24,1237.4949698099276,1247.8810223835271,0.542453485826657,1236.2319842082698,1.2629800962238777,801.2736206054688,827.194091796875,0.5684009756601005,800.6559448242188,0.6176583766937256
24,25,1110.8211372189405,1101.849378632336,0.5464735696390576,1109.5586979563643,1.2624390299727277,795.8158569335938,820.8909301757812,0.5709805078752719,795.1806030273438,0.6352807283401489
25,26,1005.375839605564,999.3541795684071,0.5427028077241036,1004.1040277248476,1.2718054230620222,795.0693359375,820.4617919921875,0.574514986310669,794.4342651367188,0.6350480318069458
26,27,1299.5255610768388,1298.1266985637385,0.5470825108724395,1298.262382693407,1.2631754046533166,805.355224609375,836.3826293945312,0.5687572362305389,804.7711791992188,0.5840189456939697
27,28,1121.8623523246952,1088.3355459818026,0.5560135173883259,1120.6166634908536,1.2456812277072813,795.1419677734375,821.60595703125,0.5776673663355111,794.5186157226562,0.6233595013618469
28,29,1384.8658142089844,1384.274829399295,0.5522224402692608,1383.6131070765052,1.2527072095289462,795.2622680664062,824.7254028320312,0.5729464186427828,794.6726684570312,0.5896114706993103
29,30,1441.365474049638,1449.7487085854134,0.5514236523519138,1440.1019123356516,1.2635601889796373,800.4443969726562,828.1316528320312,0.5784825120340377,799.848388671875,0.5960328578948975
30,31,1101.4420850800304,1097.5725462378525,0.5526326273059976,1100.1790309999046,1.2630528415121682,797.78515625,823.1217651367188,0.5781874482607245,797.1556396484375,0.6295245885848999
31,32,1079.4720064488854,1076.6734991306212,0.5558484288162391,1078.2203518006859,1.2516572955178051,790.6812744140625,817.0737915039062,0.5755831865797314,790.060302734375,0.6209613680839539
32,33,993.2229926876905,972.7482217928258,0.5527889018300307,991.9461870891292,1.2768031024351352,792.822265625,816.5947875976562,0.5800617091931108,792.1657104492188,0.6565503478050232
33,34,1379.093142625762,1392.109631794255,0.5474142727427308,1377.8121241127571,1.281016973460593,794.7142944335938,821.0635986328125,0.5688503578413665,794.1087646484375,0.6055018901824951
34,35,960.002856743045,918.2895440822695,0.5552010335652169,958.7477149032965,1.2551402551371877,794.3611450195312,819.2978515625,0.5771611118338762,793.718017578125,0.6431006789207458
35,36,1193.5021354861376,1203.8453406357185,0.5568718180719062,1192.2542672506193,1.247862779512638,803.2271118164062,829.902587890625,0.5813821463795408,802.6292724609375,0.5978375673294067
36,37,926.4382867580507,938.7381867199409,0.5590719812144113,925.1883857540968,1.2499018296962832,790.7503662109375,816.0432739257812,0.5832087653873241,790.099365234375,0.6510138511657715
37,38,866.7451119771818,872.5487812321361,0.5578030153223905,865.495639707984,1.2494728201773109,794.4537963867188,828.4014282226562,0.40976659454360054,793.902587890625,0.5512147545814514
38,39,941.5579543695217,955.3165372522866,0.5561243714420436,940.3043771139005,1.253576653759654,793.1364135742188,819.9027709960938,0.5743492934386423,792.5132446289062,0.6231385469436646
39,40,985.0511169433594,991.0128270591177,0.5607051645681744,983.8042386683022,1.2468768619909518,793.5462646484375,829.7130737304688,0.42606314898948966,793.00830078125,0.5379585027694702
