,epoch,train_loss,basket_value_train_loss,train_auc,train_mse,train_bce,val_loss,basket_value_val_loss,val_auc,val_mse,val_bce,lambda1,lambda2
0,1.0,1169.725551300985,1165.9197857628571,0.555652856589413,1165.9197857628571,3.8057654108737875,857.3052978515625,853.7630615234375,0.6104075437771506,853.7630615234375,3.5422425270080566,1.0,1.0
1,2.0,1239.3997300972967,1236.045408284006,0.5880264954189982,1236.045408284006,3.3543195373441543,827.4102783203125,825.1190795898438,0.6054836363979943,825.1190795898438,2.291168451309204,1.0,1.0
2,3.0,982.7584015079802,979.3775938069163,0.5872893390775802,979.3775938069163,3.380808287602992,808.580078125,803.89111328125,0.6023557859681995,803.89111328125,4.688959121704102,8.706465001845682e-10,1.9999999991293536
3,4.0,907.8337821726419,906.408016649492,0.49443885223703243,906.408016649492,1.4257689217116936,834.5591430664062,833.7665405273438,0.4359327133220776,833.7665405273438,0.7925938963890076,2.0,2.646012584393602e-22
4,5.0,818.2268759136551,799.3890158062333,0.5316042463716866,799.3890158062333,18.83785889850804,807.2225952148438,794.2049560546875,0.5529468401884163,794.2049560546875,13.017629623413086,1.0,1.0
5,6.0,804.8103173378786,789.850911333517,0.5409392946251365,789.850911333517,14.959405201344403,793.7029418945312,791.6926879882812,0.5571251023883467,791.6926879882812,2.010270595550537,1.99999999245432,7.545680142300239e-09
6,7.0,1030.5938488544862,998.5524812476035,0.5424795849890203,998.5524812476035,32.04136162740321,1202.4525146484375,1142.322021484375,0.5878352105438738,1142.322021484375,60.130516052246094,1.5304268958448944e-38,2.0
7,8.0,1019.4481335973447,1011.9134588885161,0.4935494311709469,1011.9134588885161,7.534672691046826,797.0462646484375,796.2200927734375,0.5573036233300797,796.2200927734375,0.8261651992797852,2.0,3.185034061241454e-34
8,9.0,875.8930928048912,842.6411982811302,0.5797659140049332,842.6411982811302,33.25189750399326,860.4569702148438,809.8333740234375,0.5934513067551235,809.8333740234375,50.623592376708984,6.360303429695378e-156,2.0
9,10.0,829.383739260808,824.8297560990222,0.49469086040797705,824.8297560990222,4.553980419972191,891.2739868164062,890.4071655273438,0.42083414795815655,890.4071655273438,0.8668340444564819,2.0,5.46278799281701e-37
10,11.0,849.0328301739839,811.1306380757525,0.575242855313621,811.1306380757525,37.90219313966716,833.3192138671875,776.1986083984375,0.5707310328086059,776.1986083984375,57.12059783935547,1.0,1.0
11,12.0,784.1742939393213,775.5722135766152,0.5986514523167845,775.5722135766152,8.602082846354854,780.2411499023438,777.2269897460938,0.6379287682363911,777.2269897460938,3.0141613483428955,2.0,4.285148356566227e-32
12,13.0,786.9186157975461,769.1554265870639,0.6067839429641465,769.1554265870639,17.763190210962588,793.62548828125,768.8283081054688,0.6434737649621445,768.8283081054688,24.79718589782715,4.896759926952223e-47,2.0
13,14.0,786.5447310933306,783.6351112412528,0.5273288280490548,783.6351112412528,2.9096213842462175,797.4013061523438,796.51416015625,0.41268352679612963,796.51416015625,0.8871609568595886,2.0,1.471545465410484e-37
14,15.0,785.7877229093774,773.4146713537673,0.5853814565113433,773.4146713537673,12.373051921282809,784.1721801757812,765.201904296875,0.6489424473921952,765.201904296875,18.970258712768555,3.033994363404727e-142,2.0
15,16.0,784.0993553114815,781.5848111579754,0.5110556569164592,781.5848111579754,2.5145428363530913,802.6512451171875,801.7669677734375,0.3934310652966918,801.7669677734375,0.8842799067497253,2.0,1.733236092180997e-35
16,17.0,855.549119820624,809.2053233889715,0.5593448887433807,809.2053233889715,46.343796665683115,849.0477294921875,779.3924560546875,0.537533968946623,779.3924560546875,69.6552963256836,1.0,1.0
17,18.0,809.2657397685607,798.4872736082486,0.5879453848135605,798.4872736082486,10.77846755425623,774.2557373046875,770.94970703125,0.6447159799954792,770.94970703125,3.306051254272461,2.0,3.5275308003158e-33
18,19.0,925.0923342090443,885.5364357415884,0.577330011377983,885.5364357415884,39.555894687863216,851.8298950195312,798.7787475585938,0.5936257939412264,798.7787475585938,53.051124572753906,1.2115292936818692e-111,2.0
19,20.0,799.7617322301572,795.3020442658407,0.5055285678301833,795.3020442658407,4.459686522103526,812.2628784179688,811.34326171875,0.3888793354696491,811.34326171875,0.9196397066116333,2.0,1.5608523504285913e-34
20,21.0,809.0950560774539,785.5269876491805,0.5823907228280473,785.5269876491805,23.56807009647229,803.3094482421875,768.611328125,0.6154246636174865,768.611328125,34.698097229003906,4.846469322993301e-187,2.0
21,22.0,783.1585893689489,778.5402946238138,0.5331002578689037,778.5402946238138,4.618292774890829,797.31298828125,796.4041137695312,0.37683001681094913,796.4041137695312,0.9088972210884094,2.0,5.862652509991302e-35
22,23.0,798.7985517817772,779.7302006446511,0.5955916315846079,779.7302006446511,19.068350799975953,795.1344604492188,770.404541015625,0.6260326051011382,770.404541015625,24.72994041442871,3.0347168385964985e-136,2.0
23,24.0,784.2594664403997,780.2758957564465,0.5289547862534097,780.2758957564465,3.983569404098885,801.8872680664062,800.919921875,0.4095882553025716,800.919921875,0.9673415422439575,2.0,8.20416183693707e-35
24,25.0,790.2004862592264,769.7706021736004,0.5935552977452527,769.7706021736004,20.4298843379401,801.8834228515625,771.4632568359375,0.6156566590764225,771.4632568359375,30.420150756835938,2.6074587252912318e-180,2.0
25,26.0,776.959986774468,772.4823649587806,0.48806256275064785,772.4823649587806,4.477621180148213,778.5311279296875,777.5503540039062,0.40844850129625276,777.5503540039062,0.9807563424110413,2.0,1.7259458065165257e-34
